client,site,user,ID,device_class,Title,netbios_name,manufacturer,model,service_tag_serial_number,tpm_chip,lan_ip,admin_url,username,teamviewer_id,ex05_licence,ex05_recovery_key,cgss_subscription,cgss_expiry,net_extender_vpn_url,net_extender_domain,wan_ip,guru_agent,agent_type,guru_remote,guru_security_manager,guru_patch_manager,patch_setting_1,patch_setting_2,patch_setting_3,patch_setting_4,guru_backup_manager,msp_backup_schedule,local_speed_vault,local_speed_vault_unc,days,archiving,file_and_folder,system_state,exchange,asset_status,ms_sql,network_shares,date_purchased,hyper_v,vmware,vdr_select,asset_id,_wp_page_template,serial_no,serial_number,cpu,storage,ram,asset_date_purchased,local_admin_password,os_version,password,ex05_license,tpn_chip,local_password,notes,nmc_agent,av_quick_scan,backup_scores,os_installation,vpn_domain,vpn_server,mac_address,teamviewer_password,warranty_expiry_date,purchase_order_no,local_username,bios_password,screen_saver_password,asset_domain,account_type,encryption_deployed,ex05_pin,boot_sector_lock_password_exo5,local_admin_username,purchase_price,purchase_supplier,server_type,filevault_recovery_key,nmc_license_type,pro_license,3rd_Party_Patching,patch_installed,3rd_Party_Profile,av_installed,AV_Profile_Desktops,av_full_scan,ex05_recovery_pin,patch_profile_desktops,ssh_username,whm_admin,ssh_port,ssh_password,purchase_date,av_profile_laptops,patch_profile_Laptops,server_purpose,in_a_cluster,ns1,ns3,ns2,ns4,host_name,backup_source,warranty_description,warranty_expiry
1345,1382,1907,2564,workstation-windows,"workstation-windows with Asset ID:",RECEPTION,,,,,,,,907581497,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Yes,,,,,,,Yes,,,,,,,Jester01,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,1382,1902,2565,firewall,"firewall with Asset ID:",,,,,,192.168.1.1,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,N/A,N/A,,,N/A,,N/A,N/A,,,,,,,,,,,N/A,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,1383,1914,2566,laptop-windows,"laptop-windows with Asset ID:",HP_MEGAN,,,,,192.168.1.87,,,780731952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,Welcome321,,Yes,,,,,,,Jester01,,,megan,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,1383,1914,2567,laptop-windows,"laptop-windows with Asset ID:",LOUS-ELITEBOOK,,,,,,,,835161673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,Welcome123,,No,,,,,,,Jester01,,,oomph,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,1383,1912,2568,workstation-windows,"workstation-windows with Asset ID:",OMPWIN10-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Yes,,,,,Boardroom,,Yes,,,,,,,,,,"Bored Room",,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,1383,1912,2569,workstation-mac,"workstation-mac with Asset ID:","Serial No - C02H5095DV16",,,,,,,,497004233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,poseidon,,,,,,,,,Jester01,,,oomph,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,1383,1911,2570,laptop-windows,"laptop-windows with Asset ID:",OMPWIN10-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,Taco7365,,,,,,,,,,,,Oomph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,1383,1912,2571,workstation-mac,"workstation-mac with Asset ID:",,,,,,,,,334260334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,Jester01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,1383,1912,2572,laptop-windows,"laptop-windows with Asset ID:",,,,,,,,,920392184,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,Tuesday16,,Yes,,,,,,,Jester01,,,"Catherine Ind",,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,1383,1912,2573,firewall,"firewall with Asset ID:",0017c5c87647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,1383,1912,2574,firewall,"firewall with Asset ID:",C0EAE4189F54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,1383,1912,2575,access-point,"access-point with Asset ID:",,Openmesh,,165233316,,172.16.55.64,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,"00mphGuest
 00mphS3cur3
 S3sc02016",,N/A,,,,,,,,,,"SSID = OomphAgency_Guest
 SSID = Oomph Agency_Staff
 SSID = SESCO",,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,1383,1912,2576,laptop-windows,"laptop-windows with Asset ID:",ACCOUNTSLAPTOP,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Cmp01#l,"Windows 7 Pro",,,,Yutu3953,,Yes,,,,,,,,,,"Oomph Guest",,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,1383,1912,2577,printer,"printer with Asset ID:",,HP,HL-2270DW,,,172.16.55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Jester01,,,,,,,Yes,,,,,,,,,,,,,,,,,,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,1384,1918,2578,server,"server with Asset ID:",DOMAIN01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,rdamedia.local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,1384,1916,2579,laptop-windows,"laptop-windows with Asset ID:",RDA002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,rdamedia.local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,1384,1916,2580,laptop-windows,"laptop-windows with Asset ID:",RDA006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,rdamedia.local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,1384,1918,2581,firewall,"firewall with Asset ID:",C0EAE42A41DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,No,,,,,,,,,,,,,N/a,N/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,1384,1916,2582,laptop-windows,"laptop-windows with Asset ID: 276",RDAWIN10-001,Dell,Vostro,9YRY042,,,,,550976342,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Rda01#l,"Windows 10 Pro",,,,,,Yes,,,,rdamedia.local,185.7.148.217:4433,,@Rda01#t,,,,,,rdamedia.local,"Active Directory on-premise only",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,1384,1916,2583,laptop-windows,"laptop-windows with Asset ID: 392",RDAWIN10-003,HP,ZBook,CND7396VXD,,,,,730252655,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Rda01#l,"Windows 10 Pro",,,,,,Yes,,,,rdamedia.local,185.7.148.217:4433,,@Rda01#t,,,,,,rdamedia.local,"Active Directory on-premise only",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1363,1927,2584,storage,"storage with Asset ID:",DISKSTATION,QNAP,,,,192.168.1.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,@Jester01#a,,No,,,,,,,,,,admin,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1363,1927,2585,workstation-windows,"workstation-windows with Asset ID:",READVISTA-001,,,,,,,,688909457,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,"Not Active",,,,,,,,default,,,,,,,Y,Vista,,,,Reading26!,"NMC Compatiable?",Yes,,,,,,,Jester01,,,Readathon,,Yes,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1363,1927,2586,workstation-windows,"workstation-windows with Asset ID:",READVISTA-002,,,,,,,,689130741,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Y,Vista,,,,"GothicNovel
 Reading26!","NMC Compatiable?",Yes,,,,,,,Jester01,,,"Jo.Dury
 Readathon",,"Yes
 Yes",Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1363,1921,2587,laptop-windows,"laptop-windows with Asset ID: 278",READWIN10-001,,,1LZHH22,,,,,652974117,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Y,"Windows 10 Pro",,,,LlerA75P#,,Yes,,,,,,,Jester01,,,Lucy.Robinson,B00k26!,Yes,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1363,1923,2588,workstation-windows,"workstation-windows with Asset ID:",READWIN10-002,,,,,192.168.1.11,,,559844673,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Read01#l,"Windows 10 Pro",,,,"Reading26! Friday2018",,Yes,,,,,,,@READ01#t,,,"Readathon
 Deb",,"Yes
 Yes",Local,"Local Device Account",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1363,1927,2589,laptop-windows,"laptop-windows with Asset ID: 288",READWIN10-013,,,,,,,,658283484,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Read01#l,"Windows 10 Pro",,,,"Reading26!
 Marianhoppy1!",,Yes,,,,,,,Jester01,,,"Read For Good 
 Marian",B00k26!,"Yes
 Yes",Local,"Local Device Account",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1363,1922,2590,laptop-windows,"laptop-windows with Asset ID:",READWIN10-004,,,,,,,,797246203,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Y,"Windows 10 Pro",,,,"H1ghl4nd60!
 Reading26!",,Yes,,,,,,,Jester01,,,"Justine.Daniels
 Readathon",B00k26!,"Yes
 Yes",Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1363,1925,2591,laptop-windows,"laptop-windows with Asset ID:",READWIN10-005,,,,,,,,607127687,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Jester01,"Windows 10 Pro",,,,"GothicNovel Reading26!",,Yes,,,,,,,Jester01,,,"Jo Dury Readathon",,"Yes
 Yes",Local,"Local Device Account",,,,ssadmin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1363,1927,2592,laptop-windows,"laptop-windows with Asset ID:",READWIN10-011,,,,,,,,765951401,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,0287,default,,,,,,,@Read01#l,"Windows 10 Pro",,,,Reading26!,,Yes,,,,,,,,,,"Read For Good",,Yes,Local,"Local Device Account",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1363,1920,2593,laptop-windows,"laptop-windows with Asset ID:",READWIN10-008,,,,,,,,132812674,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Jester01,"Windows 10 Pro",,,,Thursday2017,,Yes,,,,,,,Jester01,,,Heidi.Perry,B00k26!,,Local,"Local Device Account",,,,ss_admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2594,laptop-windows,"laptop-windows with Asset ID:",READWIN10-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1363,1927,2595,printer,"printer with Asset ID:",,,,,,192.168.1.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,admin,"Scans go to folder on Marian PC, Google folder","tbc - Currently NOT",,,,,,,,,,Administrator,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1363,1927,2596,router,"router with Asset ID:",,,,,,192.168.1.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,R34d4th0n,,No,,,,,,,,,,admin,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1363,1927,2597,router,"router with Asset ID:",,,,,,192.168.1.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,R34d4th0n,,No,,,,,,,,,,admin,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1363,1927,2598,access-point,"access-point with Asset ID:",,Openmesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,"Main Office",,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1363,1919,2599,laptop-windows,"laptop-windows with Asset ID: 264",READWIN10-009,,,,,,,,319277455,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Read01#l,"Windows 10 Pro",,,,"Mars6384
 Reading26!",,Yes,,,,,,,@Read01#t,,,"Cherry
 ReadForGood",,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1363,1924,2600,laptop-windows,"laptop-windows with Asset ID: 265",READWIN10-010,,,,,,,,320302619,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Read01#l,"Windows 10 Pro",,,,"Flump7462
 Reading26!",,Yes,,,,,,,@Read01#t,,,"Annie
 ReadForGood",,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,1386,1949,2601,laptop-windows,"laptop-windows with Asset ID:",LENOVO-PC,,,,,,,,190897858,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Active,,,,,,,,default,,,,,,,Y,"Windows 8.1",,,NO,Heathrow15,,Yes,,,,,,,@Jester01#VIP,,,??,,,,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,1386,1946,2602,workstation-windows,"workstation-windows with Asset ID:",VIPWIN10-001,,,,,,,,629310134,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Vip01#l,"Windows 10 Pro",,,"Trusted Module 2","Welcome02
 Dubai16",,Yes,,,,,,,Jester01,,,"RunwayVIP
 Helen Jenner",,,,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,1386,1947,2603,workstation-windows,"workstation-windows with Asset ID:",VIPWIN10-002,,,,,,,,931601627,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Vip01#l,"Windows 10 Pro",,,"Trusted Module 2","TBA
 7163
 RWV1PF1.
 TPI.MyESL.238
 Tuesday16",,Yes,,,,,,,Topcast238.,,,"Amy Evans
 Jade Cripps
 Finance
 RWVIP-10
 Sarah",,,,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,1386,1948,2604,laptop-windows,"laptop-windows with Asset ID:",VIPWIN10-003,,,,,,,,192145930,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Vip01#l,"Windows 10 Pro",,,NO,Heathrow2007LHR,,Yes,,,,,,,@Jester01#VIP,,,Owner,,,,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,1386,1944,2605,laptop-windows,"laptop-windows with Asset ID:",VIPWIN10-005,,,,,,,,192069763,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Jester01,"Windows 10 Pro",,,"AMD PSP Module 1",Bogo1742,,Yes,,,,,,,@Jester01#VIP,,,"Matt Holloway",,,,"Active Directory Azure AD Sync",,,,ssadmin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,1386,1945,2606,laptop-windows,"laptop-windows with Asset ID: 275",VIPWIN10-010,,,,,,,,,,409904-573034-612051-368060-405603-521620-243584-382866,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,"Window 10 Pro",,,,Norbert1,,Yes,,,,,,,,,,"Carl Rawcliffe",NA,No,,"Active Directory Azure AD Sync",Yes,1802414075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,1386,1949,2607,firewall,"firewall with Asset ID:",,,,,,192.168.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,Topcast238.,,No,,,,,,,,,,Topcast238.,,,,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,1386,1943,2608,laptop-windows,"laptop-windows with Asset ID:",VIPWIN10-009,,,,,,,,223183922,,308704-040986-257554-106975-381909-704913-555247-226875,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Vip01#l,"Windows 10 Pro",,,,166478,,Yes,,,,,,,@Vip01#t,,,"Dean Greenwood",,,,"Active Directory Azure AD Sync",,8059439879,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,1387,1950,2609,laptop-windows,"laptop-windows with Asset ID: 385",SALWIN10-003,Dell,"Latitude 5480",J5VJVF2,,,,,559301499,,253836-174097-261514-572374-083721-447733-505098-142725,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Sal01#l,"Windows 10 Pro",,,,Rolo1873,,,,,,,,,@Sal01#t,,,"Sarah Salisbury",,,Local,"Local Device Account",,9719186379,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,1388,1959,2610,server,"server with Asset ID:",STS2K16-TAID,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Jester01#a,"Windows Server 2016 Standard",,,N/A,"@Jester01#a Sergh1782",N/A,No,,,,N/A,N/A,,,,,,,,Local,,,,,ss_admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,1388,1955,2611,workstation-windows,"workstation-windows with Asset ID: 263",STSWIN10-001,,,,,,,,134650955,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@sts01#l,"Windows 10 Pro",,,,Thursday2017,,Yes,,,,,,,Tuko8523*,,,"Ryan Gower",,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,1388,1956,2612,workstation-windows,"workstation-windows with Asset ID: 261",STSWIN10-003,,,,,,,,140919150,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Jester01#a,"Windows 10 Pro",,,,Dell123,,Yes,,,,,,,Jogi1951*,,,"Lisa Pryke",,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,1388,1959,2613,workstation-windows,"workstation-windows with Asset ID: 241",STSWIN10-004,Dell,"OptiPlex 3050",C6W46K2,,,,,156520802,No,No,,,,,,,Proffessional,,,,"12 AM","1 AM","2 AM","3 AM",,,,,,,,,,Live,,,,,,,,default,,,,,,,@Sts01#l,"Windows 10 Pro",,,,"Crunchie8409 Pokrok2018",,Yes,,,,,,,@Sts01#t,,,"Helen Karolina",,,Local,"Local Device Account",,,,sslocal,,,,,,,No,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,
1351,1388,1958,2614,workstation-windows,"workstation-windows with Asset ID: 242",STSWIN10-005,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Sts01#l,"Windows 10 Pro",,,,Loxo3251,,Yes,,,,,,,,,,Bernie,,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,1388,1958,2615,workstation-windows,"workstation-windows with Asset ID: 243",STSWIN10-006,,,,,,,,159249638,,,,,,,,,None,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Sts01#l,"Windows 10 Pro",,,,Loxo3251,,No,,,,,,,@Sts01#t,,,Bernie,,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,1388,1957,2616,workstation-windows,"workstation-windows with Asset ID: 391",STSWIN10-007,Dell,OptiPlex3050,6M2Y8M2,,,,,667312405,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Sts01#l,"Windows 10 Pro",,,,Mars1111,,yES,,,,,,,@Sts01#t,,,Jane,,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1247,1960,2617,laptop-windows,"laptop-windows with Asset ID: 1",SSWIN10-010,,,JDRY5H2,,,,,153758381,,211662-545127-284284-612436-447964-321321-232683-650892,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Ss01#l,"Windows 10 Pro",,,,,,,,,,,,,@Ss01#t,,,,,,ss.local,"Active Directory on-premise only",,8102552259,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1247,1962,2618,laptop-windows,"laptop-windows with Asset ID:",SSWIN10-007,,,,,,,,,,481184-504482-542014-384384-200904-336831-507738-589941,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1247,1964,2619,workstation-windows,"workstation-windows with Asset ID:",SSWIN10-009,,,,,,,,878358525,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Ss01#l,"Windows 10 Pro",,,,,,Yes,,,,,,,@Ss01#t,,,,,,ss.local,"Active Directory on-premise only",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1247,1960,2620,workstation-windows,"workstation-windows with Asset ID: 2",SSWIN10-011,,,FPM4NK2,,,,,154178452,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Ss01#l,"Windows 10 Pro",,,,,,,,,,,,,@Ss01#t,,,,,,ss.local,"Active Directory on-premise only",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1247,1961,2621,workstation-windows,"workstation-windows with Asset ID:",SSWIN10-015,,,,,,,,739156924,,,,N/A,,,,,Proffessional,,,,,,,,,N/A,,,,,,,,Live,,,,,,,,default,,,,,,,@SS01#l,"Windows 10 Pro",,,,,,Yes,,,,,,,@ss01#t,,,,,,SS.Local,"Active Directory on-premise only",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1247,1964,2622,access-point,"access-point with Asset ID:","We Are Select",Openmesh,,,,192.168.66.105,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,"@Jester01#w Fr33w1f1",,N/A,,,,,,,,,,"SSID = We Are Select
 SSID = We Are Select_Guest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1247,1964,2623,firewall,"firewall with Asset ID:",0017C543FA90,,,,,,,,,,,,#########,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1247,1964,2624,firewall,"firewall with Asset ID:",18B169030564,,,,,,,,,,,,#########,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1247,1964,2625,printer,"printer with Asset ID:",192.168.66.224,,,,,192.168.66.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1247,1964,2626,switch,"switch with Asset ID:",192.168.66.33,,,,,192.168.66.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1247,1964,2627,workstation-windows,"workstation-windows with Asset ID:",C3PO,,,,,192.168.66.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,no,,,,,,,,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1247,1964,2628,storage,"storage with Asset ID:",DEATHSTAR,,,,,192.168.66.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1247,1964,2629,workstation-windows,"workstation-windows with Asset ID:","Kids VM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,N,,,,,,,,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1247,1964,2630,server,"server with Asset ID:",SS_DC02,,,,,192.168.66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1247,1964,2631,server,"server with Asset ID:",SS-APPSVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,default,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
