site,user,Title,id,device_class,netbios_name,manufacturer,model,service_tag_serial_number,tpm_chip,lan_ip,admin_url,username,teamviewer_id,ex05_licence,ex05_recovery_key,cgss_subscription,cgss_expiry,net_extender_vpn_url,net_extender_domain,wan_ip,guru_agent,agent_type,guru_remote,guru_security_manager,guru_patch_manager,patch_setting_1,patch_setting_2,patch_setting_3,patch_setting_4,guru_backup_manager,msp_backup_schedule,local_speed_vault,local_speed_vault_unc,days,archiving,file_and_folder,system_state,exchange,asset_status,ms_sql,network_shares,date_purchased,hyper_v,vmware,vdr_select,asset_id,serial_no,serial_number,asset_date_purchased,local_admin_password,os_version,password,ex05_license,tpn_chip,notes,nmc_agent,av_quick_scan,backup_scores,os_installation,vpn_domain,vpn_server,mac_address,teamviewer_password,warranty_expiry_date,purchase_order_no,local_username,local_password,bios_password,screen_saver_password,asset_domain,account_type,encryption_deployed,ex05_pin,boot_sector_lock_password_exo5,local_admin_username,ram,purchase_price,purchase_supplier,username_password_description,physical_cloud,server_host_name,teamvieiwer_password,server_others,description,av_installed
1386,1946,"workstation-windows for 1349 with Asset ID:",2602,workstation-windows,VIPWIN10-001,,,,"Trusted Module 2",,,,629310134,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Vip01#l,"Windows 10 Pro",,,,,Yes,,,,,,,Jester01,,,"RunwayVIP
 Helen Jenner","Welcome02
 Dubai16",,,,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,
1386,1947,"workstation-windows for 1349 with Asset ID:",2603,workstation-windows,VIPWIN10-002,,,,"Trusted Module 2",,,,931601627,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Vip01#l,"Windows 10 Pro",,,,,Yes,,,,,,,Topcast238.,,,"Amy Evans
 Jade Cripps
 Finance
 RWVIP-10
 Sarah","TBA
 7163
 RWV1PF1.
 TPI.MyESL.238
 Tuesday16",,,,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,
1386,1948,"laptop-windows for 1349 with Asset ID:",2604,laptop-windows,VIPWIN10-003,,,,NO,,,,192145930,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Vip01#l,"Windows 10 Pro",,,,,Yes,,,,,,,@Jester01#VIP,,,Owner,Heathrow2007LHR,,,,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,
1386,1944,"laptop-windows for 1349 with Asset ID:",2605,laptop-windows,VIPWIN10-005,,,,"AMD PSP Module 1",,,,192069763,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Lost,,,,,,,,,,,@Jester01,"Windows 10 Pro",,,,,Yes,,,,,,,@Jester01#VIP,,,"Matt Holloway",Bogo1742,,,,"Active Directory Azure AD Sync",,,,ssadmin,,,,,,,,,,
1386,1945,"laptop-windows for 1349 with Asset ID: 275",2606,laptop-windows,VIPWIN10-010,,,,,,,,,,409904-573034-612051-368060-405603-521620-243584-382866,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,275,,,,,"Window 10 Pro",,,,,Yes,,,,,,,,,,"Carl Rawcliffe",Norbert1,NA,No,,"Active Directory Azure AD Sync",,1802414075,,,,,,,,,,,,
1386,1949,"firewall for 1349 with Asset ID:",2607,firewall,,,,,,192.168.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,No,,,,,,,,,,Topcast238.,Topcast238.,,,,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1386,1943,"laptop-windows for 1349 with Asset ID:",2608,laptop-windows,VIPWIN10-009,,,,,,,,223183922,,308704-040986-257554-106975-381909-704913-555247-226875,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Vip01#l,"Windows 10 Pro",,,,,Yes,,,,,,,@Vip01#t,,,"Dean Greenwood",166478,,,,"Active Directory Azure AD Sync",,8059439879,,sslocal,,,,,,,,,,
1387,1950,"laptop-windows for 1350 with Asset ID:",2609,laptop-windows,SALWIN10-003,Dell,"Latitude 5480",J5VJVF2,,,,,559301499,,253836-174097-261514-572374-083721-447733-505098-142725,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Sal01#l,"Windows 10 Pro",,,,,,,,,,,,@Sal01#t,,,"Sarah Salisbury",Rolo1873,,,Local,"Local Device Account",,9719186379,,sslocal,,,,,,,,,,
1388,1959,"server for 1351 with Asset ID:",2610,server,STS2K16-TAID,,,,N/A,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Jester01#a,"Windows Server 2016 Standard",,,,N/A,No,,,,,N/A,,,,,,"@Jester01#a Sergh1782",,,Local,,,,,ss_admin,,,,,,,,,,
1388,1955,"workstation-windows for 1351 with Asset ID:",2611,workstation-windows,STSWIN10-001,,,,,,,,134650955,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@sts01#l,"Windows 10 Pro",,,,,Yes,,,,,,,Tuko8523*,,,"Ryan Gower",Thursday2017,,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,
1388,1956,"workstation-windows for 1351 with Asset ID:",2612,workstation-windows,STSWIN10-003,,,,,,,,140919150,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Jester01#a,"Windows 10 Pro",,,,,Yes,,,,,,,Jogi1951*,,,"Lisa Pryke",Dell123,,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,
1388,1959,"workstation-windows for 1351 with Asset ID:",2613,workstation-windows,STSWIN10-004,Dell,"OptiPlex 3050",C6W46K2,,,,,156520802,No|,No,,,,,,,Proffessional,,,,"12:00 am","1:00 am","2:00 am","3:00 am",,,,,,,,,,Live,,,,,,,,,,,@Sts01#l,"Windows 10 Pro",,,,,Yes,,,,,,,@Sts01#t,,,"Helen Karolina","Crunchie8409 Pokrok2018",,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,Yes
1388,1958,"workstation-windows for 1351 with Asset ID:",2614,workstation-windows,STSWIN10-005,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Sts01#l,"Windows 10 Pro",,,,,Yes,,,,,,,,,,Bernie,Loxo3251,,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,
1388,1958,"workstation-windows for 1351 with Asset ID:",2615,workstation-windows,STSWIN10-006,,,,,,,,159249638,,,,,,,,,None,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Sts01#l,"Windows 10 Pro",,,,,No,,,,,,,@Sts01#t,,,Bernie,Loxo3251,,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,
1388,1957,"workstation-windows for 1351 with Asset ID:",2616,workstation-windows,STSWIN10-007,Dell,OptiPlex3050,6M2Y8M2,,,,,667312405,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Sts01#l,"Windows 10 Pro",,,,,yES,,,,,,,@Sts01#t,,,Jane,Mars1111,,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,
1247,1960,"laptop-windows for 34 with Asset ID:",2617,laptop-windows,SSWIN10-010,,,JDRY5H2,,,,,153758381,,211662-545127-284284-612436-447964-321321-232683-650892,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Ss01#l,"Windows 10 Pro",,,,,,,,,,,,@Ss01#t,,,,,,,ss.local,"Active Directory on-premise only",,8102552259,,sslocal,,,,,,,,,,
1247,1962,"laptop-windows for 34 with Asset ID:",2618,laptop-windows,SSWIN10-007,,,,,,,,,,481184-504482-542014-384384-200904-336831-507738-589941,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,1964,"workstation-windows for 34 with Asset ID:",2619,workstation-windows,SSWIN10-009,,,,,,,,878358525,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Ss01#l,"Windows 10 Pro",,,,,Yes,,,,,,,@Ss01#t,,,,,,,ss.local,"Active Directory on-premise only",,,,sslocal,,,,,,,,,,
1247,1960,"workstation-windows for 34 with Asset ID:",2620,workstation-windows,SSWIN10-011,,,FPM4NK2,,,,,154178452,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Ss01#l,"Windows 10 Pro",,,,,,,,,,,,@Ss01#t,,,,,,,ss.local,"Active Directory on-premise only",,,,sslocal,,,,,,,,,,
1247,1961,"workstation-windows for 34 with Asset ID:",2621,workstation-windows,SSWIN10-015,,,,,,,,739156924,,,,N/A,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@SS01#l,"Windows 10 Pro",,,,,Yes,,,,,,,@ss01#t,,,,,,,SS.Local,"Active Directory on-premise only",,,,sslocal,,,,,,,,,,
1247,1964,"access-point for 34 with Asset ID:",2622,access-point,"We Are Select",Openmesh,,,,192.168.66.105,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,"SSID = We Are Select
 SSID = We Are Select_Guest","@Jester01#w Fr33w1f1",,,,,,,,,,,,,,,,,,
1247,1964,"firewall for 34 with Asset ID:",2623,firewall,0017C543FA90,,,,,,,,,,,,#########,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,1964,"firewall for 34 with Asset ID:",2624,firewall,18B169030564,,,,,,,,,,,,#########,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,1964,"printer for 34 with Asset ID:",2625,printer,192.168.66.224,,,,,192.168.66.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,1964,"switch for 34 with Asset ID:",2626,switch,192.168.66.33,,,,,192.168.66.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,1964,"workstation-windows for 34 with Asset ID:",2627,workstation-windows,C3PO,,,,,192.168.66.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,
1247,1964,"storage for 34 with Asset ID:",2628,storage,DEATHSTAR,,,,,192.168.66.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,
1247,1964,"workstation-windows for 34 with Asset ID:",2629,workstation-windows,"Kids VM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,
1247,1964,"server for 34 with Asset ID:",2630,server,SS_DC02,,,,,192.168.66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,
1247,1964,"server for 34 with Asset ID:",2631,server,SS-APPSVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,1964,"server for 34 with Asset ID:",2632,server,SS-CYGNUS01,,,,,192.168.66.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,
1247,1964,"server for 34 with Asset ID:",2633,server,SS-DC01,,,,,192.168.66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,
1247,1964,"server for 34 with Asset ID:",2634,server,SS-Host01,,,,,192.168.66.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,1964,"server for 34 with Asset ID:",2635,server,SS-Host02,,,,,192.168.66.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,1964,"server for 34 with Asset ID:",2636,server,SS-UDP-REP,,,,,192.168.66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,1964,"server for 34 with Asset ID:",2637,server,SS2K12-NMCREP,,,,,192.168.66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,1964,"server for 34 with Asset ID:",2638,server,SS2K16-HOST01,,,,,,,,141470622,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,Jester01,"Windows server 2016 Standard",,,,,y,,,,,,,Jester01,,,,,,,SS.Local,"Active Directory on-premise only",,,,ss_admin,,,,,,,,,,
1247,1963,"laptop-windows for 34 with Asset ID:",2639,laptop-windows,SSWIN10-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@ss01#l,,,,,,yes,,,,,,,,,,,,,,SS.Local,"Active Directory on-premise only",,,,sslocal,,,,,,,,,,
1247,1964,"workstation-windows for 34 with Asset ID:",2640,workstation-windows,SSWIN10-005,,,,,,,,963395158,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,Jester01,,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,
1247,1964,"workstation-windows for 34 with Asset ID:",2641,workstation-windows,SSWIN10-006,,,,,eddy.ss.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,
1247,1964,"workstation-mac for 34 with Asset ID:",2642,workstation-mac,SSMAC13-001,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,
1389,1986,"printer for 1352 with Asset ID:",2643,printer,192.168.0.195,,,,,192.168.0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"printer for 1352 with Asset ID:",2644,printer,C11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"printer for 1352 with Asset ID:",2645,printer,KM-C-8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"server for 1352 with Asset ID:",2646,server,APPSVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,"Server Decmoissioned, Hardware Failure",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"printer for 1352 with Asset ID:",2647,printer,BRN_CBF59B,,,,,192.168.0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"printer for 1352 with Asset ID:",2648,printer,BRN30055C23313C,,,,,192.168.0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,,,,,,admin,access,,,N/a,N/a,,,,,,,,,,,,,,
1389,1986,"workstation-windows for 1352 with Asset ID:",2649,workstation-windows,BROADACRE-BUP,,,,,192.168.0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Administrator,Telescope3486,,,N/a,N/a,,,,,,,,,,,,,,
1389,1986,"firewall for 1352 with Asset ID:",2650,firewall,C0EAE4345DF8,,,,,,,,,,,,#########,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"printer for 1352 with Asset ID:",2651,printer,SecuredMail-HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"server for 1352 with Asset ID:",2652,server,FILESVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"server for 1352 with Asset ID:",2653,server,FTP-STORE,,,,,172.16.10.1,,,969604374,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,Jester01,"WIndows XP",,,,,y,,,,,,,Jester01,,,rockit,,,,N/a,N/a,,,,ss_admin,,,,,,,,,,
1389,1986,"printer for 1352 with Asset ID:",2654,printer,KM-C8000,,,,,192.168.0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"printer for 1352 with Asset ID:",2655,printer,KONICAC1100,,,,,192.168.0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"printer for 1352 with Asset ID:",2656,printer,LAKEIMAGE,,,,,192.168.0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"server for 1352 with Asset ID:",2657,server,SBS2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"server for 1352 with Asset ID:",2658,server,SVR-DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,N,,,,,,,,,,ss_Admin,Jester01,,,Local,"Local Device Account",,,,,,,,,,,,,,
1389,1986,"workstation-windows for 1352 with Asset ID:",2659,workstation-windows,TMS11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1967,"workstation-windows for 1352 with Asset ID:",2660,workstation-windows,TMS118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,82.69.238.145:4433,,,,,,,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1968,"workstation-windows for 1352 with Asset ID:",2661,workstation-windows,TMS119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,82.69.238.145:4433,,,,,sjones,Dunkirk8,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1969,"workstation-windows for 1352 with Asset ID:",2662,workstation-windows,TMS120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,82.69.238.145:4433,,,,,,,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1971,"workstation-windows for 1352 with Asset ID:",2663,workstation-windows,TMS25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,82.69.238.145:4433,,,,,,,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1972,"workstation-windows for 1352 with Asset ID:",2664,workstation-windows,TMS26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,82.69.238.145:4433,,,,,,,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1973,"laptop-windows for 1352 with Asset ID:",2665,laptop-windows,TMS28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,82.69.238.145:4433,,,,,,,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1974,"workstation-windows for 1352 with Asset ID:",2666,workstation-windows,TMS29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,82.69.238.145:4433,,,,,,,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1986,"server for 1352 with Asset ID:",2667,server,TMS2K12-DC01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1986,"server for 1352 with Asset ID:",2668,server,TMS2K12-FS01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1986,"server for 1352 with Asset ID:",2669,server,TMS2K12-HOST01,,,,,,,,465666092,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,yes,,,,,,Y,,,,,,,Jester01,,,,,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1976,"workstation-windows for 1352 with Asset ID:",2670,workstation-windows,TMS32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1985,"workstation-windows for 1352 with Asset ID:",2671,workstation-windows,TMS33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,82.69.238.145:4433,,,,,,,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1978,"workstation-windows for 1352 with Asset ID:",2672,workstation-windows,TMS34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,82.69.238.145:4433,,,,,,,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1979,"workstation-windows for 1352 with Asset ID:",2673,workstation-windows,TMS35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,82.69.238.145:4433,,,,,,,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1986,"workstation-windows for 1352 with Asset ID:",2674,workstation-windows,TMSWIN10-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Jester01#a,,,,,,Y,,,,,,,,,,,,,,,,,,,ssadmin,,,,,,,,,,
1389,1977,"workstation-windows for 1352 with Asset ID:",2675,workstation-windows,TMS36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,82.69.238.145:4433,,,,,,,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1981,"workstation-windows for 1352 with Asset ID:",2676,workstation-windows,TMS37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,82.69.238.145:4433,,,,,,,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1986,"printer for 1352 with Asset ID:",2677,printer,UKMAILU-5OOK166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"printer for 1352 with Asset ID:",2678,printer,UKMAILU-JJE6OUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"storage for 1352 with Asset ID:",2679,storage,,QNAP,,,,192.168.1.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,https://portal.weareselect.uk/21,,,,https://portal.weareselect.uk/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"workstation-windows for 1352 with Asset ID:",2680,workstation-windows,TMS44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"workstation-windows for 1352 with Asset ID:",2681,workstation-windows,TMS58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,THAMESDOWN,"Active Directory",,,,,,,,,,,,,,
1389,1986,"workstation-windows for 1352 with Asset ID:",2682,workstation-windows,TMSWIN10-002,,,HDMYQ4J,,N/A,,,390083955,,N/A,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@tms01#l,"Windows 10 Pro",,,,,Y,,,,,,,@tms01#t,,,,,,N/A,THAMESDOWN,"Active Directory",,N/A,,sslocal,,,,,,,,,,
1389,1986,"workstation-windows for 1352 with Asset ID:",2683,workstation-windows,TMSWIN10-003,,,HDBZR4J,,N/A,,,399852084,,N/A,,,,,,,Pro,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Jester01#lt,"Windows 10 Pro",,,,,Y,,,,,,,Jester01,,,,,,N/A,THAMESDOWN,"Active Directory",,N/A,,sslocal,,,,,,,,,,
1389,1986,"workstation-windows for 1352 with Asset ID:",2684,workstation-windows,TMSWIN10-004,,,F866Z4J,,N/A,,,400886810,,N/A,,,,,,,Pro,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@tms01#l,"Windows 10 Pro",,,,,Y,,,,,,,@tms01#t,,,,,,N/A,THAMESDOWN,"Active Directory",,N/A,,sslocal,,,,,,,,,,
1389,1986,"workstation-windows for 1352 with Asset ID:",2685,workstation-windows,TMSWIN10-005,,,8466Z4J,,N/A,,,402120674,,,,,,,,,Pro,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@tms01#l,"Windows 10 Pro",,,,,Y,,,,,,,@tms01#t,,,,,,,THAMESDOWN,"Active Directory",,,,sslocal,,,,,,,,,,
1389,1986,"access-point for 1352 with Asset ID:",2686,access-point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zebra5971,,,N/A,N/A,,,,,,,,,,,,,,
1389,1986,"printer for 1352 with Asset ID:",2687,printer,,,,,,192.168.0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7654321,7654321,,,N/A,N/A,,,,,,,,,,,,,,
1389,1986,"router for 1352 with Asset ID:",2688,router,,,,,,192.168.15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin,@Jester01#r,,,N/A,N/A,,,,,,,,,,,,,,
1389,1986,"printer for 1352 with Asset ID:",2689,printer,,,,,,195.168.1.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jester01,,,N/A,N/A,,,,,,,,,,,,,,
