"Post Type",id,Title,Content,client,site,user,user_display,device_class,netbios_name,manufacturer,model,service_tag_serial_number,type,asset_id,asset_status,lan_ip,local_admin_username,local_admin_password,local_username,local_password,teamviewer_id,teamviewer_password,ex05_licence,ex05_recovery_key,vpn_server,vpn_domain,bios_password,patch_setting_1,patch_setting_2,patch_setting_3,patch_setting_4,av_installed,AV_Profile_Desktops,patch_installed,3rd_Party_Patching,patch_profile_desktops,msp_backup_schedule,local_speed_vault_unc,days,cpu,storage,ram,os_version,purchase_order_no,purchase_date,warranty_description,warranty_reference,purchase_price,purchase_supplier,warranty_expiry,warrranty_registration,wan_ip,local_speed_vault,guru_backup_schedule,guru_backup_manager,guru_patch_manager,guru_security_manager,guru_remote,agent_type,guru_agent,net_extender_domain,net_extender_vpn_url,cgss_expiry,cgss_subscription,username,admin_url,tpm_chip,_wp_old_slug,archiving,file_and_folder,system_state,exchange,ms_sql,netork_shares,date_purchased,hyper_v,vmware,vdr_select,serial_no,serial_number,asset_date_purchased,password,ex05_license,notes,nmc_agent,av_quick_scan,backup_scores,os_installation,mac_address,screen_saver_password,asset_domain,account_type,encryption_delopyed,ex05_pin,boot_Sectory_lock_password_exo5,server_type,filewault_recovery_key,nmc_license_type,pro_license,el_3rd_party_patching,av_full_scan,ex05_recovery_pin,patch_profile_desktop,ssh_username,whm_admin,ssh_port,ssh_password,av_profile_laptop,patch_profile_laptop,server_purpose,in_a_cluser,ns1,ns2,ns3,ns4,host_name,backup_source,unique_id,_wp_page_template,in_a_cluster,av_profile_laptops,patch_profile_Laptops,filevault_recovery_key
assets,2534,"printer for 1336 with Asset ID:",,1336,1374,1879,1879,printer,,,,,,,Live,192.168.1.31,,,admin,Fiery.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-11,,,,,,,,,,,,,,,,"printer installed on .3",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,default,,,,
assets,2535,"firewall for 1336 with Asset ID:",,1336,1374,1879,1879,firewall,C0EAE48A3C30,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,firewall-with-asset-id-4,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,default,,,,
assets,2536,"laptop-windows for 1336 with Asset ID: 272",,1336,1374,1861,1861,laptop-windows,DMSWIN10-017,,,5PRC7H2,,272,Live,,sslocal,@Dms01#l,,,140604678,@Dms01#t,,,88.98.46.138,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-272,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,178,default,,,,
assets,2537,"laptop-windows for 1336 with Asset ID: 270",,1336,1374,1866,1866,laptop-windows,DMSWIN10-018,,,79N48H2,,270,Live,,sslocal,@Dms01#l,,,140436758,@Dms01#t,,,88.98.46.139,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-12,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,179,default,,,,
assets,2538,"workstation-mac for 1336 with Asset ID:",,1336,1374,1879,1879,workstation-mac,,,,,,,Live,192.168.1.23,,,DMprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-mac-with-asset-id,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,default,,,,
assets,2539,"storage for 1336 with Asset ID:",,1336,1374,1879,1879,storage,,Synology,,,,,,192.168.66.42,,,admin,Qweb3#c1352$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,storage-with-asset-id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,default,,,,
assets,2540,"workstation-windows for 1338 with Asset ID:",,1338,1364,1886,1886,workstation-windows,FBSWIN10-001,,,,,,Live,,ss_admin,Jester01,"Alison Wiltshire",F1scal2017,224025516,Jester01,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-39,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,182,default,,,,
assets,2541,"laptop-windows for 1338 with Asset ID:",,1338,1364,1886,1886,laptop-windows,ALI-PC,,,,,,Live,,,,Ali,19Charlie26,288885264,Jester01,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-13,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,183,default,,,,
assets,2542,"laptop-windows for 1340 with Asset ID:",,1340,1377,1888,1888,laptop-windows,ALYSON-PC,,,,,,,192.168.1.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-14,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,default,,,,
assets,2543,"laptop-windows for 1340 with Asset ID:",,1340,1377,1888,1888,laptop-windows,ALYSON-PC1DELL,,,,,,,192.168.1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-15,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,default,,,,
assets,2544,"workstation-windows for 1326 with Asset ID: 417",,1326,1379,1892,1892,workstation-windows,KUBEWIN10-002,DELL,"OptiPlex 780",G3SLN4J,,417,Live,192.168.86.66,,Y,"Kube Medical",Friday2016,,,,,,,,"17:00 DAILY","IMMEDIATE DAILY","18:00 DAILY","19:00 DAILY",YES,,YES,,,,,,,,,"Microsoft Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-40,,,,,,,,,,,,00326-03507-33363-AAOEM,,,,,Y,"12:00 DAILY",,,,,Local,"Local Device Account",,,,,,,Pro,YES,,,,,,,,,,,,,,,,,,186,default,,,,
assets,2545,"workstation-windows for 1326 with Asset ID: 416",,1326,1379,1891,1891,workstation-windows,KUBEWIN10-003,DELL,"OptiPlex 9010",DVVBHY1,,416,Live,192.168.66.40,ssadmin,@Jester01,user,Thursday17,491724061,@Jester01,,,,,,"17:00 DAILY","IMMEDIATE DAILY","18:00 DAILY","19:00 DAILY",YES,,,,,,,,,,,"Microsoft Windows 7 Professional",,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-41,,,,,,,,,,,,00371-OEM-8992671-00524,,,,,Y,"12:00 DAILY",,,,,,,,,,,,,Pro,"TO INSTALL",,,,,,,,,,,,,,,,,,187,default,,,,
assets,2546,"printer for 1326 with Asset ID:",,1326,1379,1893,1893,printer,,,,,,,Live,172.18.147.25,,,,,,,NA|,NA,,,,,,,,NA,,,,,,NA,NA,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,printer-with-asset-id-12,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,NA,,None,,NA,NA,,,,,,,,,,,,,,,,188,default,,,,
assets,2547,"workstation-windows for 1326 with Asset ID: 418",,1326,1379,1892,1892,workstation-windows,KUBEWIN10-004,DELL,"OptiPlex 3020",5Z9RV02,,418,Live,192.168.66.112,sslocal,@Kube01#l,"Kube Medical",Mars4913,863997055,@Kube01#t,,,,,,"17:00 DAILY","IMMEDIATE DAILY","18:00 DAILY","19:00 DAILY",YES,,YES,,,,,,,,,"Microsoft Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-42,,,,,,,,,,,,00330-80000-00000-AA503,,,,,Y,"12:00 DAILY",,,,,Local,"Local Device Account",,,,,,,Pro,"TO INSTALL",,,,,,,,,,,,,,,,,,189,default,,,,
assets,2548,"workstation-windows for 1356 with Asset ID:",,1356,1393,1894,1894,workstation-windows,LBEWIN10-001,,,,,,Live,,ss_admin,Jester01,Michael,RoseMarie1993,281143718,Jester01,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-43,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,190,default,,,,
assets,2549,"workstation-windows for 1356 with Asset ID:",,1356,1393,1895,1895,workstation-windows,LBEWIN10-005,,,,,,Live,,,,"Chris Birkett",LBE1234,805403547,@Lbe01#t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,workstation-windows-with-asset-id-44,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,191,default,,,,
assets,2550,"laptop-windows for 1344 with Asset ID:",,1344,1362,1901,1901,laptop-windows,MYNE-WIN10-001,,,,,,Live,192.168.0.188,,,Jon,batman67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-16,,,,,,,,,,,,,,,,,yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,192,default,,,,
assets,2551,"workstation-windows for 1344 with Asset ID: 1",,1344,1362,1900,1900,workstation-windows,MYNE-WIN10-002,,,,,1,Live,192.168.66.34,,,Sara,Ebeneezer67,,,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-45,,,,,,,,,,,,,,,,,yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,193,default,,,,
assets,2552,"workstation-windows for 1344 with Asset ID:",,1344,1362,1899,1899,workstation-windows,MYNE-WIN10-003,,,,,,Live,192.168.66.32,,,Shelley,Batman67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-46,,,,,,,,,,,,,,,,,yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,194,default,,,,
assets,2553,"storage for 1344 with Asset ID:",,1344,1362,1901,1901,storage,,QNAP,,,,,Live,192.168.0.199,,,admin,Batman67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,storage-with-asset-id-2,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,default,,,,
assets,2554,"router for 1344 with Asset ID:",,1344,1362,1901,1901,router,,,,,,,Live,192.168.1.1,,,tbc,tbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,router-with-asset-id-2,,,,,,,,,,,,,,,,"dont think this circuit is used for anything, legacy VOIP line. has wifi",no,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,196,default,,,,
assets,2555,"router for 1344 with Asset ID:",,1344,1362,1901,1901,router,,,,,,,Live,192.168.1.254,,,admin,@Jester01#a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,router-with-asset-id-3,,,,,,,,,,,,,,,,,no,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,197,default,,,,
assets,2556,"storage for 1344 with Asset ID:",,1344,1362,1901,1901,storage,QNAPNAS,QNAP,,,,,Live,192.168.1.147,,,admin,Batman67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,storage-with-asset-id-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,default,,,,
assets,2557,"laptop-windows for 1344 with Asset ID:",,1344,1362,1899,1899,laptop-windows,MYNEWIN10-004,,,,,,Live,,sslocal,@Myne01#l,Jon,Robin92,822776647,@Myne01#t,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-394,,,,,,,,,,,,,,,,,,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,199,default,,,,
assets,2558,"workstation-windows for 1345 with Asset ID:",,1345,1382,1902,1902,workstation-windows,ADMIN2-HP,,,,,,Live,,,Yes,,,913573006,Jester01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-47,,,,,,,,,,,,,,,,,Yes,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,200,default,,,,
assets,2559,"laptop-windows for 1345 with Asset ID:",,1345,1382,1903,1903,laptop-windows,JAMES-HP,,,,,,Live,,,Yes,,,921240017,Jester01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-17,,,,,,,,,,,,,,,,,Yes,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,201,default,,,,
assets,2560,"workstation-windows for 1345 with Asset ID:",,1345,1382,1904,1904,workstation-windows,CCMANAGER-HP,,,,,,Live,,,Yes,,ARBRds22,915287462,Jester01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-48,,,,,,,,,,,,,,,,,Yes,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,202,default,,,,
assets,2561,"server for 1345 with Asset ID:",,1345,1382,1902,1902,server,NEXUSSERVER,,,,,,Live,,,Yes,,,907481020,Jester01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-28,,,,,,,,,,,,,,,,,Yes,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,203,default,,,,
assets,2562,"workstation-windows for 1345 with Asset ID:",,1345,1382,1906,1906,workstation-windows,OFFICE2,,,,,,Live,,,Yes,,,914062651,Jester01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-49,,,,,,,,,,,,,,,,,Yes,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,204,default,,,,
assets,2563,"workstation-windows for 1345 with Asset ID:",,1345,1382,1909,1909,workstation-windows,OPERATIONS,,,,,,Live,,,Yes,,,580899572,Jester02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-50,,,,,,,,,,,,,,,,,Yes,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,205,default,,,,
assets,2564,"workstation-windows for 1345 with Asset ID:",,1345,1382,1907,1907,workstation-windows,RECEPTION,,,,,,Live,,,Yes,,,907581497,Jester01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-51,,,,,,,,,,,,,,,,,Yes,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,206,default,,,,
assets,2565,"firewall for 1345 with Asset ID:",,1345,1382,1902,1902,firewall,,,,,,,Live,192.168.1.1,admin,net1497B4,,,,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,N/A,,,,N/A,firewall-with-asset-id-5,,,,,,,,,,,,,,,,N/A,N/A,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,207,default,,,,
assets,2566,"laptop-windows for 1346 with Asset ID:",,1346,1383,1914,1914,laptop-windows,HP_MEGAN,,,,,,,192.168.1.87,,,megan,Welcome321,780731952,Jester01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-18,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,208,default,,,,
assets,2567,"laptop-windows for 1346 with Asset ID:",,1346,1383,1914,1914,laptop-windows,LOUS-ELITEBOOK,,,,,,,,,,oomph,Welcome123,835161673,Jester01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-19,,,,,,,,,,,,,,,,,No,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,209,default,,,,
assets,2568,"workstation-windows for 1346 with Asset ID:",,1346,1383,1912,1912,workstation-windows,OMPWIN10-002,,,,,,Live,,,Yes,"Bored Room",Boardroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-52,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,210,default,,,,
assets,2569,"workstation-mac for 1346 with Asset ID:",,1346,1383,1912,1912,workstation-mac,"Serial No - C02H5095DV16",,,,,,,,,,oomph,poseidon,497004233,Jester01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-mac-with-asset-id-2,,,,,,,,,,,,,,,,,,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,211,default,,,,
assets,2570,"laptop-windows for 1346 with Asset ID:",,1346,1383,1911,1911,laptop-windows,OMPWIN10-001,,,,,,,,,,Oomph,Taco7365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,default,,,,
assets,2571,"workstation-mac for 1346 with Asset ID:",,1346,1383,1912,1912,workstation-mac,,,,,,,,,,,,,334260334,Jester01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-mac-with-asset-id-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,default,,,,
assets,2572,"laptop-windows for 1346 with Asset ID:",,1346,1383,1912,1912,laptop-windows,,,,,,,Live,,,,"Catherine Ind",Tuesday16,920392184,Jester01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-21,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,214,default,,,,
assets,2573,"firewall for 1346 with Asset ID:",,1346,1383,1912,1912,firewall,0017c5c87647,,,,,,Noo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,firewall-with-asset-id-6,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,default,,,,
assets,2574,"firewall for 1346 with Asset ID:",,1346,1383,1912,1912,firewall,C0EAE4189F54,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,firewall-with-asset-id-7,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,default,,,,
assets,2575,"access-point for 1346 with Asset ID:",,1346,1383,1912,1912,access-point,,Openmesh,,165233316,,,Live,172.16.55.64,,,"SSID = OomphAgency_Guest
 SSID = Oomph Agency_Staff
 SSID = SESCO","00mphGuest
 00mphS3cur3
 S3sc02016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,access-point-with-asset-id-10,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,217,default,,,,
assets,2576,"laptop-windows for 1346 with Asset ID:",,1346,1383,1912,1912,laptop-windows,ACCOUNTSLAPTOP,,,,,,Live,,sslocal,@Cmp01#l,"Oomph Guest",Yutu3953,,,,,,,,,,,,,,,,,,,,,,,"Windows 7 Pro",,,,,,,,,,,,,,,,Essentials,,,,,,,,,laptop-windows-with-asset-id-22,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,218,default,,,,
assets,2577,"printer for 1346 with Asset ID:",,1346,1383,1912,1912,printer,,HP,HL-2270DW,,,,Live,172.16.55.2,Admin,Jester01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-13,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,default,,,,
assets,2578,"server for 1347 with Asset ID:",,1347,1384,1918,1918,server,DOMAIN01,FUJITSU,"PRIMERGY TX100 S3",YLEQ013180,,,Live,192.168.20.5,Administrator,Jester01RDA,,,,,,,,,,,,,,,,,,,,,,"Intel Xeon E31220 @ 3.10GHz","464.73 GB SSD","8.00 GB","Microsoft Windows Server 2008 R2 Foundation",N/A,N/A,N/A,N/A,N/A,N/A,N/A|N/A,N/A,N/A,,,,,,,,,,,,,,,,server-with-asset-id-29,,,,,,,,,,,,YLEQ013180,,,,,Yes,,,,,,rdamedia.local,"Active Directory on-premise only",,,,Physical,,,,,,,,,,,,,,Database,,N/A,N/A,N/A,N/A,N/A,,220,default,No,,,
assets,2579,"laptop-windows for 1347 with Asset ID:",,1347,1384,1916,1916,laptop-windows,RDA002,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-23,,,,,,,,,,,,,,,,,Yes,,,,,,rdamedia.local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,221,default,,,,
assets,2580,"laptop-windows for 1347 with Asset ID:",,1347,1384,1916,1916,laptop-windows,RDA006,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-24,,,,,,,,,,,,,,,,,Yes,,,,,,rdamedia.local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,222,default,,,,
assets,2581,"firewall for 1347 with Asset ID:",,1347,1384,1918,1918,firewall,C0EAE42A41DC,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,firewall-with-asset-id-8,,,,,,,,,,,,,,,,,No,,,,,,N/a,N/a,,,,,,,,,,,,,,,,,,,,,,,,,,223,default,,,,
assets,2582,"laptop-windows for 1347 with Asset ID:",,1347,1384,1916,1916,laptop-windows,RDAWIN10-001,Dell,Vostro,9YRY042,,,Live,,sslocal,@Rda01#l,,,550976342,@Rda01#t,,,185.7.148.217:4433,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-276,,,,,,,,,,,,,,,,,Yes,,,,,,rdamedia.local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,224,default,,,,
assets,2583,"laptop-windows for 1347 with Asset ID:",,1347,1384,1916,1916,laptop-windows,RDAWIN10-003,HP,ZBook,CND7396VXD,,,Live,,sslocal,@Rda01#l,,,730252655,@Rda01#t,,,185.7.148.217:4433,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-392,,,,,,,,,,,,,,,,,Yes,,,,,,rdamedia.local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,225,default,,,,
assets,2584,"storage for 1359 with Asset ID:",,1359,1363,1927,1927,storage,DISKSTATION,QNAP,,,,,Live,192.168.1.253,,,admin,@Jester01#a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,storage-with-asset-id-4,,,,,,,,,,,,,,,,,No,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,226,default,,,,
assets,2585,"workstation-windows for 1359 with Asset ID: 280",,1359,1363,1927,1927,workstation-windows,READVISTA-001,,,,,280,"Not Active",,,Y,Readathon,Reading26!,688909457,Jester01,,,,,,,,,,,,,,,,,,,,,Vista,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-53,,,,,,,,,,,,,,,,"NMC Compatiable?",Yes,,,,,Yes,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,227,default,,,,
assets,2586,"workstation-windows for 1359 with Asset ID:",,1359,1363,1927,1927,workstation-windows,READVISTA-002,,,,,,Live,,,Y,"Jo.Dury
 Readathon","GothicNovel
 Reading26!",689130741,Jester01,,,,,,,,,,,,,,,,,,,,,Vista,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-54,,,,,,,,,,,,,,,,"NMC Compatiable?",Yes,,,,,"Yes
 Yes",Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,228,default,,,,
assets,2587,"laptop-windows for 1359 with Asset ID: 278",,1359,1363,1921,1921,laptop-windows,READWIN10-001,,,1LZHH22,,278,Live,,,Y,Lucy.Robinson,LlerA75P#,652974117,Jester01,,,,,B00k26!,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-278,,,,,,,,,,,,,,,,,Yes,,,,,Yes,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,229,default,,,,
assets,2588,"workstation-windows for 1359 with Asset ID: 279",,1359,1363,1923,1923,workstation-windows,READWIN10-002,,,,,279,Live,192.168.1.11,sslocal,@Read01#l,"Readathon
 Deb","Reading26! Friday2018",559844673,@READ01#t,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-55,,,,,,,,,,,,,,,,,Yes,,,,,"Yes
 Yes",Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,230,default,,,,
assets,2589,"laptop-windows for 1359 with Asset ID: 288",,1359,1363,1927,1927,laptop-windows,READWIN10-013,,,,,288,Live,,sslocal,@Read01#l,"Read For Good 
 Marian","Reading26!
 Marianhoppy1!",658283484,Jester01,,,,,B00k26!,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-288,,,,,,,,,,,,,,,,,Yes,,,,,"Yes
 Yes",Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,231,default,,,,
assets,2590,"laptop-windows for 1359 with Asset ID: 281",,1359,1363,1922,1922,laptop-windows,READWIN10-004,,,,,281,Live,,,Y,"Justine.Daniels
 Readathon","H1ghl4nd60! Reading26!",797246203,Jester01,,,,,B00k26!,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-25,,,,,,,,,,,,,,,,,Yes,,,,,"Yes
 Yes",Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,232,default,,,,
